Sample	run	year	Date	Origin
OmyJC18ROGR_0624	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0632	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0640	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0648	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0701	halfpounder	2018	2018-09-21T00:00:00Z	NOR
OmyJC18ROGR_0902	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1006	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1014	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1022	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_0617	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0625	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0633	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0641	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0649	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0903	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_0911	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1007	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1015	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1023	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_0618	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0626	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0642	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0703	halfpounder	2018	2018-09-21T00:00:00Z	NOR
OmyJC18ROGR_0904	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_0912	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1008	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1016	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1024	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_0619	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0627	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0635	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0643	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0651	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0704	halfpounder	2018	2018-09-21T00:00:00Z	NOR
OmyJC18ROGR_0905	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1001	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1009	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1017	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1025	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_0620	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0628	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0636	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0644	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0652	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0906	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1002	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1010	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1018	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1026	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_0621	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0629	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0637	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0645	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0653	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0907	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1003	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1011	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1019	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1027	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_0622	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0638	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0646	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0654	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0707	halfpounder	2018	2018-09-21T00:00:00Z	NOR
OmyJC18ROGR_0908	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1004	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1012	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1020	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_0623	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0631	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0639	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0655	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0708	halfpounder	2018	2018-09-21T00:00:00Z	NOR
OmyJC18ROGR_0901	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_0909	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyJC18ROGR_1005	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1013	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyJC18ROGR_1021	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyAC19ROGR_0123	Winter	2019	2019-05-01T00:00:00Z	NOR
OmyJC18ROGR_1028	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyAC19ROGR_0134	Winter	2019	2019-05-01T00:00:00Z	NOR
OmyAC19APPR_0108	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0177	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0130	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyAC19APPR_0218	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19CORH_0104	Summer	2019	2019-06-26T00:00:00Z	NOR
OmyJC18ROGR_0650	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyAC19CORH_0208	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0216	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0224	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0232	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0240	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19ROGR_0125	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyJC18ROGR_1029	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyAC19ROGR_0135	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19ROGR_0182	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19APPR_0110	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0178	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0150	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyAC19APPR_0219	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19CORH_0201	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0209	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0217	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0225	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0233	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0241	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19ROGR_0126	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19ROGR_0137	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19ROGR_0183	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19APPR_0111	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0212	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0210	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyAC19APPR_0220	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19CORH_0202	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyJC18ROGR_0910	halfpounder	2018	2018-09-26T00:00:00Z	NOR
OmyAC19CORH_0210	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0218	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0226	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0234	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19ROGR_0128	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19ROGR_0184	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19APPR_0114	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0213	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0230	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyAC19APPR_0221	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0510	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyAC19CORH_0203	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0211	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0219	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0227	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0235	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19ROGR_0129	Winter	2019	2019-05-01T00:00:00Z	NOR
OmyJC18ROGR_1102	halfpounder	2018	2018-10-01T00:00:00Z	NOR
OmyAC19ROGR_0139	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19ROGR_0186	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19APPR_0117	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0214	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0250	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyAC19APPR_0222	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0530	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyAC19CORH_0204	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyJC18ROGR_1030	halfpounder	2018	2018-09-28T00:00:00Z	NOR
OmyAC19CORH_0212	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0220	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0228	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0236	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19ROGR_0130	Winter	2019	2019-05-01T00:00:00Z	NOR
OmyJC18ROGR_1103	halfpounder	2018	2018-10-01T00:00:00Z	NOR
OmyAC19ROGR_0140	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19ROGR_0187	Winter	2019	2019-05-13T00:00:00Z	HOR
OmyAC19APPR_0120	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0215	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0310	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0550	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyAC19CORH_0205	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0213	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0221	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0229	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0237	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyJC18ROGR_1104	halfpounder	2018	2018-10-01T00:00:00Z	NOR
OmyAC19ROGR_0141	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19ROGR_0189	Winter	2019	2019-05-13T00:00:00Z	HOR
OmyAC19APPR_0122	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0216	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19CORH_0206	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0214	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0222	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0230	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0238	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyJC18ROGR_1105	halfpounder	2018	2018-10-01T00:00:00Z	NOR
OmyAC19APPR_0105	Winter	2019	2019-05-01T00:00:00Z	HOR
OmyAC19APPR_0176	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyAC19APPR_0217	Winter	2019	2019-05-13T00:00:00Z	NOR
OmyJC18ROGR_0350	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0630	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyAC19CORH_0207	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0215	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0223	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0231	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyAC19CORH_0239	Summer	2019	2019-06-26T00:00:00Z	HOR
OmyJC19ROGR_0283	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0291	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0299	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0307	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0315	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0323	halfpounder	2019	2019-09-20T00:00:00Z	NOR
OmyJC19ROGR_0327	halfpounder	2019	2019-09-23T00:00:00Z	NOR
OmyJC19ROGR_0331	halfpounder	2019	2019-09-25T00:00:00Z	NOR
OmyJC19ROGR_0284	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0300	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0308	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0316	halfpounder	2019	2019-09-16T00:00:00Z	NOR
OmyJC19ROGR_0324	halfpounder	2019	2019-09-20T00:00:00Z	NOR
OmyJC19ROGR_0285	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0293	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0301	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0309	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0317	halfpounder	2019	2019-09-16T00:00:00Z	NOR
OmyJC19ROGR_0325	halfpounder	2019	2019-09-20T00:00:00Z	NOR
OmyJC19ROGR_0030	halfpounder	2019	2019-08-14T00:00:00Z	NOR
OmyJC19ROGR_0190	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0286	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0294	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0302	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0310	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0318	halfpounder	2019	2019-09-16T00:00:00Z	NOR
OmyJC19ROGR_0326	halfpounder	2019	2019-09-20T00:00:00Z	NOR
OmyJC19ROGR_0050	halfpounder	2019	2019-08-14T00:00:00Z	NOR
OmyJC19ROGR_0210	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0287	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0295	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0303	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0319	halfpounder	2019	2019-09-16T00:00:00Z	NOR
OmyJC19ROGR_0070	halfpounder	2019	2019-08-16T00:00:00Z	NOR
OmyJC19ROGR_0288	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0296	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0304	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0312	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0320	halfpounder	2019	2019-09-18T00:00:00Z	NOR
OmyJC19ROGR_0328	halfpounder	2019	2019-09-23T00:00:00Z	NOR
OmyJC19ROGR_0289	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0297	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0305	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0313	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0321	halfpounder	2019	2019-09-18T00:00:00Z	NOR
OmyJC19ROGR_0329	halfpounder	2019	2019-09-25T00:00:00Z	NOR
OmyJC19ROGR_0298	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0306	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0314	halfpounder	2019	2019-09-13T00:00:00Z	NOR
OmyJC19ROGR_0322	halfpounder	2019	2019-09-20T00:00:00Z	NOR
OmyJC19ROGR_0330	halfpounder	2019	2019-09-25T00:00:00Z	NOR
OmyJC19ROGR_0290	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0189	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0197	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0205	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0213	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0221	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0229	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0233	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0237	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0245	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0253	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0261	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0269	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0277	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0198	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0206	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0214	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0222	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0230	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0238	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0246	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0254	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0262	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0270	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0278	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0191	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0207	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0215	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0223	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0231	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0239	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0247	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0255	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0263	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0271	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0279	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0200	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0208	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0216	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0232	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0240	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0248	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0256	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0264	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0272	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0280	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0209	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0217	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0241	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0249	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0257	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0265	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0273	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0281	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0194	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0202	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0218	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0226	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0234	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0242	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0250	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0258	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0266	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0274	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0282	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0195	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0203	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0211	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0219	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0227	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0235	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0259	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0267	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0275	halfpounder	2019	2019-09-11T00:00:00Z	NOR
OmyJC19ROGR_0196	halfpounder	2019	2019-09-03T00:00:00Z	NOR
OmyJC19ROGR_0204	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0212	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0220	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0228	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0236	halfpounder	2019	2019-09-06T00:00:00Z	NOR
OmyJC19ROGR_0244	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0252	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0260	halfpounder	2019	2019-09-09T00:00:00Z	NOR
OmyJC19ROGR_0268	halfpounder	2019	2019-09-09T00:00:00Z	NOR
